,# of features removed,AOPC-global,aggregation
7,7,0.010968420620682855,probabilistic α=0.5
8,8,0.01218602874827323,probabilistic α=0.5
9,9,0.013391916729502417,probabilistic α=0.5
10,10,0.014590548352730704,probabilistic α=0.5
11,11,0.01567320605559581,probabilistic α=0.5
12,12,0.01663855054799133,probabilistic α=0.5
13,13,0.01758672067277045,probabilistic α=0.5
14,14,0.01850282671722455,probabilistic α=0.5
15,15,0.019411253053713495,probabilistic α=0.5
16,16,0.020290612326101187,probabilistic α=0.5
17,17,0.021228093531126393,probabilistic α=0.5
18,18,0.02218413494821553,probabilistic α=0.5
19,19,0.023092042437713272,probabilistic α=0.5
20,20,0.023959050704009176,probabilistic α=0.5
21,21,0.024756522513054338,probabilistic α=0.5
22,22,0.02554885388443389,probabilistic α=0.5
