,# of features removed,AOPC-global,percent
0,0,0.0,50
1,1,0.001466492161035059,50
2,2,0.0020470152347054574,50
3,3,0.0026240149220078755,50
4,4,0.003130752386817013,50
5,5,0.0037139851441772517,50
6,6,0.0046935305847396235,50
7,7,0.005580761387214338,50
8,8,0.006524877814070086,50
9,9,0.007285205000392746,50
10,10,0.007964616621049449,50
11,11,0.008738074289162127,50
12,12,0.009404429000695843,50
13,13,0.010029010923283014,50
14,14,0.010714242036521524,50
15,15,0.011344384176953685,50
16,16,0.011951195454250527,50
17,17,0.01270835510054746,50
18,18,0.013436700539987344,50
19,19,0.014164646346804888,50
20,20,0.01494612124576858,50
21,21,0.015774355650866958,50
22,22,0.016561277344641304,50
23,23,0.01729239850872025,50
24,24,0.018000426600979478,50
25,25,0.018736949654062498,50
26,26,0.01941932743552458,50
27,27,0.020053268976741773,50
28,28,0.020679547699509148,50
29,29,0.021280067186513377,50
30,30,0.021850356259129802,50
0,0,0.0,75
1,1,0.001466492161035059,75
2,2,0.0020470152347054574,75
3,3,0.0027050680507079185,75
4,4,0.0033292902606831703,75
5,5,0.0038794333723990494,75
6,6,0.004835343351786879,75
7,7,0.005704847558380687,75
8,8,0.0067638011527306925,75
9,9,0.007673981745058925,75
10,10,0.00840721803989382,75
11,11,0.009229846562738541,75
12,12,0.010117238830459199,75
13,13,0.010881516018923764,75
14,14,0.011715880661581598,75
15,15,0.01245597335802497,75
16,16,0.01315774818867448,75
17,17,0.013823097503574923,75
18,18,0.014482981726294586,75
19,19,0.01519133477229721,75
20,20,0.01594725495611788,75
21,21,0.01667843492122542,75
22,22,0.01738833150686286,75
23,23,0.01807522989403785,75
24,24,0.018736102959494856,75
25,25,0.019431899031875328,75
26,26,0.02011196389009095,75
27,27,0.020751840106208015,75
28,28,0.021347970506468757,75
29,29,0.021904633214726094,75
30,30,0.022457825354234132,75
0,0,0.0,100
1,1,0.001466492161035059,100
2,2,0.0020470152347054574,100
3,3,0.0031084810578378107,100
4,4,0.004039764393824172,100
5,5,0.004893044191206914,100
6,6,0.005617382593679483,100
7,7,0.0066670667858579535,100
8,8,0.007619107132710485,100
9,9,0.008443757127040739,100
10,10,0.009352495528457187,100
11,11,0.010099275355656709,100
12,12,0.010926638105166149,100
13,13,0.011813721971435362,100
14,14,0.012585939550592421,100
15,15,0.013271653566472617,100
16,16,0.013925447208389912,100
17,17,0.01454814657775061,100
18,18,0.015155243719306604,100
19,19,0.015762974240625307,100
20,20,0.016434276636748017,100
21,21,0.017143319252736006,100
22,22,0.017833003476133858,100
23,23,0.018501373864589218,100
24,24,0.01914520117122417,100
25,25,0.01982526269699967,100
26,26,0.020490758530581053,100
27,27,0.02111710636668062,100
28,28,0.021711054351260018,100
29,29,0.022265776595947483,100
30,30,0.02278497579389445,100
0,0,0.0,5
1,1,0.0001375385299880684,5
2,2,0.0005657022406070495,5
3,3,0.0012865309623282186,5
4,4,0.0018795658477886064,5
5,5,0.002453702110294904,5
6,6,0.0030741050366778497,5
7,7,0.004037400136345904,5
8,8,0.004856665843548332,5
9,9,0.005494819304035422,5
10,10,0.006061824093319867,5
11,11,0.006534686012903852,5
12,12,0.006934799768615602,5
13,13,0.007282349350207661,5
14,14,0.0075840213595908925,5
15,15,0.007889965282384696,5
16,16,0.00816018532789744,5
17,17,0.008400398958806864,5
18,18,0.008623462570709972,5
19,19,0.008823762015518117,5
20,20,0.009004987686360755,5
21,21,0.009169884942047827,5
22,22,0.009320824701963373,5
23,23,0.009459276979664998,5
24,24,0.009587098636797497,5
25,25,0.00973044183106299,5
26,26,0.00986354824648174,5
27,27,0.01002278841712355,5
28,28,0.01017224912495727,5
29,29,0.01032104119033314,5
30,30,0.010481728839494631,5
0,0,0.0,10
1,1,0.0001375385299880684,10
2,2,0.000540944051049503,10
3,3,0.0012492695101977626,10
4,4,0.00241880667947844,10
5,5,0.00337573701095817,10
6,6,0.004223241762493749,10
7,7,0.004937625720154449,10
8,8,0.005656866362489261,10
9,9,0.006237318669512602,10
10,10,0.006938359015337325,10
11,11,0.007797338150592681,10
12,12,0.008690236011573706,10
13,13,0.009456312275248081,10
14,14,0.010120390366879003,10
15,15,0.010737082133912794,10
16,16,0.011271069513486815,10
17,17,0.011745981595956221,10
18,18,0.012210284085618023,10
19,19,0.012662121008096314,10
20,20,0.013109286600608908,10
21,21,0.013518742154322883,10
22,22,0.013892790996671555,10
23,23,0.014235682628331409,10
24,24,0.014557327894505694,10
25,25,0.014853879058739914,10
26,26,0.015128465308450885,10
27,27,0.015383553476334744,10
28,28,0.015621200770442305,10
29,29,0.015843376212981868,10
30,30,0.0160513494773809,10
0,0,0.0,25
1,1,0.0001375385299880684,25
2,2,0.0011610461473407971,25
3,3,0.0025926550877789743,25
4,4,0.003695735207326578,25
5,5,0.004676325538164145,25
6,6,0.005528849328764051,25
7,7,0.006453984115864254,25
8,8,0.007301075795092234,25
9,9,0.008041781705189165,25
10,10,0.00865241362540983,25
11,11,0.009368554876492475,25
12,12,0.010020203839505313,25
13,13,0.010752535476077936,25
14,14,0.011397528021154133,25
15,15,0.011997575574930934,25
16,16,0.01252052580620859,25
17,17,0.013039080603343271,25
18,18,0.013503067770683023,25
19,19,0.013921170889272244,25
20,20,0.01429979714934399,25
21,21,0.01464418983189922,25
22,22,0.014958716592103962,25
23,23,0.015292579282437971,25
24,24,0.01563965096954327,25
25,25,0.015970005147611054,25
26,26,0.016278219507740683,25
27,27,0.016581884222917315,25
28,28,0.016858659789679886,25
29,29,0.017125280082227936,25
30,30,0.01740365283394784,25
0,0,0.0,50
1,1,0.001466492161035059,50
2,2,0.0020470152347054574,50
3,3,0.003257131903302469,50
4,4,0.004277446205827674,50
5,5,0.005161084703581725,50
6,6,0.0059443571848362626,50
7,7,0.0066752346622988975,50
8,8,0.007249288305701014,50
9,9,0.007771574685588367,50
10,10,0.008406770880318194,50
11,11,0.00913004910732413,50
12,12,0.009787736567266437,50
13,13,0.010528908913820596,50
14,14,0.011182004496737315,50
15,15,0.011984890517009272,50
16,16,0.012750192850326287,50
17,17,0.013472011056486733,50
18,18,0.014109047630044017,50
19,19,0.014730706469359426,50
20,20,0.015330275556151114,50
21,21,0.015983377016749702,50
22,22,0.016619332643769545,50
23,23,0.017242601101749255,50
24,24,0.017826028837856042,50
25,25,0.018381967051449153,50
26,26,0.018917867813271,50
27,27,0.019446861424303446,50
28,28,0.019984522257702936,50
29,29,0.020486446575817885,50
30,30,0.020955999151737213,50
0,0,0.0,75
1,1,0.001466492161035059,75
2,2,0.0020470152347054574,75
3,3,0.003257131903302469,75
4,4,0.004277446205827674,75
5,5,0.005161084703581725,75
6,6,0.0059443571848362626,75
7,7,0.0066752346622988975,75
8,8,0.007231433497262235,75
9,9,0.007681426610070966,75
10,10,0.008106896257304761,75
11,11,0.008652002690253085,75
12,12,0.009396414656047878,75
13,13,0.010197781216543701,75
14,14,0.011064018225940298,75
15,15,0.011832412764395582,75
16,16,0.01256404610708472,75
17,17,0.013268100709603393,75
18,18,0.013929300958287717,75
19,19,0.01464879038958472,75
20,20,0.015342127262087139,75
21,21,0.016027446324037298,75
22,22,0.01666398162136578,75
23,23,0.017278634409659214,75
24,24,0.017875359821327274,75
25,25,0.01846381107981806,75
26,26,0.01908901487545101,75
27,27,0.01970542705416024,75
28,28,0.02029491866491911,75
29,29,0.02086413967593946,75
30,30,0.021444355616812034,75
0,0,0.0,100
1,1,0.001466492161035059,100
2,2,0.0020470152347054574,100
3,3,0.003257131903302469,100
4,4,0.004277446205827674,100
5,5,0.005161084703581725,100
6,6,0.0059443571848362626,100
7,7,0.006931369053841073,100
8,8,0.007854042482028813,100
9,9,0.008579599270538325,100
10,10,0.009177813047353435,100
11,11,0.009728843536723791,100
12,12,0.010370960739837478,100
13,13,0.011102716865776898,100
14,14,0.011908624831891283,100
15,15,0.01262423145747463,100
16,16,0.013309287229982649,100
17,17,0.013985463578481726,100
18,18,0.014641350277786683,100
19,19,0.015261342131270377,100
20,20,0.015940772101070973,100
21,21,0.016598880033976412,100
22,22,0.017210570387394496,100
23,23,0.017802448643770067,100
24,24,0.018355044186611116,100
25,25,0.018895175501577953,100
26,26,0.01943153126879639,100
27,27,0.019956157517652024,100
28,28,0.02052420306696028,100
29,29,0.021054796977041667,100
30,30,0.02158355371755575,100
0,0,0.0,5
1,1,0.0001375385299880684,5
2,2,0.0005657022406070495,5
3,3,0.0011474984968898629,5
4,4,0.0019019737437888935,5
5,5,0.002538952213453959,5
6,6,0.003147176553671325,5
7,7,0.0041013377137151955,5
8,8,0.004849056443569384,5
9,9,0.0054472328961959905,5
10,10,0.005961381749592495,5
11,11,0.006375456539693871,5
12,12,0.00697950382383907,5
13,13,0.0074972584751655915,5
14,14,0.00795028489784794,5
15,15,0.008577478432956264,5
16,16,0.009132938048465097,5
17,17,0.009663996297436037,5
18,18,0.01013917076378718,5
19,19,0.010574846690797423,5
20,20,0.010969024232678756,5
21,21,0.011328869430630108,5
22,22,0.011657518522094257,5
23,23,0.011959244315985355,5
24,24,0.01227330599632061,5
25,25,0.012563604429930422,5
26,26,0.0128693401404098,5
27,27,0.013154523058169817,5
28,28,0.013422353372069488,5
29,29,0.013693373420340401,5
30,30,0.013951464988320358,5
0,0,0.0,10
1,1,0.0001375385299880684,10
2,2,0.0005657022406070495,10
3,3,0.0009804561614511482,10
4,4,0.001815905378371631,10
5,5,0.002576300485722534,10
6,6,0.00342078404143085,10
7,7,0.004543982204079213,10
8,8,0.005594335690325005,10
9,9,0.006691363075832508,10
10,10,0.0075935596587642625,10
11,11,0.008345571806765472,10
12,12,0.009030396174329557,10
13,13,0.009636834171478434,10
14,14,0.010163099992985388,10
15,15,0.010623583504768507,10
16,16,0.011019740070886052,10
17,17,0.011425868994698558,10
18,18,0.011844409391563861,10
19,19,0.012331047964833221,10
20,20,0.012791678401343931,10
21,21,0.013213372856283543,10
22,22,0.013759770796936799,10
23,23,0.014260649102042522,10
24,24,0.014727872268575162,10
25,25,0.015159150797925033,10
26,26,0.015558895326625844,10
27,27,0.01593008659287763,10
28,28,0.01627812636019944,10
29,29,0.01661264077717712,10
30,30,0.01692580562558564,10
0,0,0.0,25
1,1,0.001466492161035059,25
2,2,0.0020470152347054574,25
3,3,0.0027050680507079185,25
4,4,0.0032606937063882494,25
5,5,0.003822269577153282,25
6,6,0.004397762881474518,25
7,7,0.005321964646857371,25
8,8,0.006285875639461145,25
9,9,0.0073137490300550344,25
10,10,0.008159365071693831,25
11,11,0.008916593702252812,25
12,12,0.009569216151241091,25
13,13,0.01028281408644136,25
14,14,0.010901410960061392,25
15,15,0.0115030010589703,25
16,16,0.012050248850778808,25
17,17,0.012584945574266735,25
18,18,0.013120611629162799,25
19,19,0.013602727309977544,25
20,20,0.014039419853346216,25
21,21,0.014436739993150073,25
22,22,0.014802322263338694,25
23,23,0.015182985837824592,25
24,24,0.015573124819602425,25
25,25,0.015934406751942305,25
26,26,0.01627853773148795,25
27,27,0.016598088451331493,25
28,28,0.01689776755525359,25
29,29,0.01717171501715593,25
30,30,0.01748060953065979,25
0,0,0.0,50
1,1,0.001466492161035059,50
2,2,0.0020470152347054574,50
3,3,0.0026240149220078755,50
4,4,0.0032644477577231357,50
5,5,0.0038253979532656877,50
6,6,0.004789027278243997,50
7,7,0.005664320994030665,50
8,8,0.006415124680584993,50
9,9,0.007236346287403857,50
10,10,0.00791290700442439,50
11,11,0.008690673807255822,50
12,12,0.009360674709705408,50
13,13,0.010101445080463138,50
14,14,0.010807764829295125,50
15,15,0.011560744962284188,50
16,16,0.012229066945427367,50
17,17,0.012848249146380084,50
18,18,0.013526268889488885,50
19,19,0.01417792209130736,50
20,20,0.014767616890414406,50
21,21,0.015345150741824725,50
22,22,0.015873768374771932,50
23,23,0.016524053328092782,50
24,24,0.017181486879046356,50
25,25,0.017825535132323107,50
26,26,0.01847389513641616,50
27,27,0.01910338003727502,50
28,28,0.019677259672257655,50
29,29,0.020220991158204287,50
30,30,0.020753173329089984,50
0,0,0.0,75
1,1,0.001466492161035059,75
2,2,0.0020470152347054574,75
3,3,0.0027050680507079185,75
4,4,0.0033292902606831703,75
5,5,0.004358756608586366,75
6,6,0.005246191839947436,75
7,7,0.006064339985521174,75
8,8,0.006770697117465446,75
9,9,0.007417712129312673,75
10,10,0.007937037195830237,75
11,11,0.00856457390504727,75
12,12,0.009265522042102693,75
13,13,0.009877375938200117,75
14,14,0.010411060876541622,75
15,15,0.011107526164410002,75
16,16,0.01189350771671304,75
17,17,0.012719332702710105,75
18,18,0.01350505901270262,75
19,19,0.014261089848772298,75
20,20,0.015049597918423438,75
21,21,0.015769555363793417,75
22,22,0.01644656554812505,75
23,23,0.017128795085739872,75
24,24,0.01778959460676195,75
25,25,0.018427377385066966,75
26,26,0.019058450481748243,75
27,27,0.019644728304260894,75
28,28,0.020192903723715634,75
29,29,0.020741385029089916,75
30,30,0.02127861727933019,75
0,0,0.0,100
1,1,0.001466492161035059,100
2,2,0.002431651949597536,100
3,3,0.0029935455868769774,100
4,4,0.003560072289618417,100
5,5,0.004551074966032405,100
6,6,0.005411036146329754,100
7,7,0.006486513644426941,100
8,8,0.0074586154514384734,100
9,9,0.008299314613895927,100
10,10,0.009061640570717308,100
11,11,0.009686410027420938,100
12,12,0.010390921741355086,100
13,13,0.011152142727222855,100
14,14,0.011983698711004397,100
15,15,0.012721747352046505,100
16,16,0.013375976942722256,100
17,17,0.014119442527274364,100
18,18,0.014831478846500337,100
19,19,0.015482395967523122,100
20,20,0.01610763267673308,100
21,21,0.016720463464266148,100
22,22,0.017372953071714506,100
23,23,0.017973939478755366,100
24,24,0.018544932088707278,100
25,25,0.019128897761257497,100
26,26,0.019700925085547234,100
27,27,0.020266673022762225,100
28,28,0.020793675533846562,100
29,29,0.02128596356347685,100
30,30,0.021748671267206664,100
0,0,0.0,5
1,1,0.0001375385299880684,5
2,2,0.0005657022406070495,5
3,3,0.0009804561614511482,5
4,4,0.0014438441205968545,5
5,5,0.0019981259553855132,5
6,6,0.002926121243889332,5
7,7,0.0036284102663147726,5
8,8,0.004174636693471509,5
9,9,0.004594358729922046,5
10,10,0.005145619746937035,5
11,11,0.005654479615457269,5
12,12,0.0061272540276001985,5
13,13,0.006532489074353346,5
14,14,0.006887998506405439,5
15,15,0.007199355630189121,5
16,16,0.0074831752629805365,5
17,17,0.007735638614809728,5
18,18,0.0079856469258882,5
19,19,0.008210763403193674,5
20,20,0.008414970646526014,5
21,21,0.008627718107745999,5
22,22,0.008865331441639607,5
23,23,0.009084599309092037,5
24,24,0.009311573135244968,5
25,25,0.009526521410025121,5
26,26,0.009741195808547607,5
27,27,0.009944509524337104,5
28,28,0.010164541842530052,5
29,29,0.010370514967130966,5
30,30,0.01056631667174725,5
0,0,0.0,10
1,1,0.0001375385299880684,10
2,2,0.0005657022406070495,10
3,3,0.0016457231973666044,10
4,4,0.0025064224337734715,10
5,5,0.0033255878517638947,10
6,6,0.004063945726499373,10
7,7,0.005029874636254119,10
8,8,0.005781394893474141,10
9,9,0.006387645144088218,10
10,10,0.006940980317468518,10
11,11,0.007592641355538929,10
12,12,0.00833538345012044,10
13,13,0.009126226795829192,10
14,14,0.009838137728496772,10
15,15,0.010514118841415666,10
16,16,0.01111057471680199,10
17,17,0.011631169325326028,10
18,18,0.0121364430621571,10
19,19,0.012642752319254833,10
20,20,0.013103919399043392,10
21,21,0.013523370468478884,10
22,22,0.013913068266689501,10
23,23,0.014270425673726848,10
24,24,0.014599640049848213,10
25,25,0.014903687295603422,10
26,26,0.015185234215187247,10
27,27,0.015446927505097633,10
28,28,0.015690347741397763,10
29,29,0.015917589299635118,10
30,30,0.016130174009487127,10
0,0,0.0,25
1,1,0.0001375385299880684,25
2,2,0.0011610461473407971,25
3,3,0.00195953810648438,25
4,4,0.0031746038534409757,25
5,5,0.004161886570037985,25
6,6,0.005041456192810633,25
7,7,0.005885196294276471,25
8,8,0.006795486620347537,25
9,9,0.007772398912852788,25
10,10,0.008576319510600882,25
11,11,0.009298801937917607,25
12,12,0.010076202584489023,25
13,13,0.010753587203028726,25
14,14,0.01139850963297487,25
15,15,0.011962953005846306,25
16,16,0.012519694234847587,25
17,17,0.013068232288267203,25
18,18,0.013590069132985742,25
19,19,0.014065819231785806,25
20,20,0.014496602283476887,25
21,21,0.014891161093682541,25
22,22,0.015298984327446629,25
23,23,0.01571133114688019,25
24,24,0.016101090530327905,25
25,25,0.016460869699194417,25
26,26,0.016813031420359746,25
27,27,0.01713365655158529,25
28,28,0.017516219824575976,25
29,29,0.01789983936291075,25
30,30,0.018287287765496377,25
0,0,0.0,50
1,1,0.001466492161035059,50
2,2,0.0020470152347054574,50
3,3,0.0026240149220078755,50
4,4,0.0032644477577231357,50
5,5,0.004304721189453004,50
6,6,0.005199875766404553,50
7,7,0.006023813421171152,50
8,8,0.0066702472024763515,50
9,9,0.007250437692686171,50
10,10,0.007925717372862857,50
11,11,0.008682130274957206,50
12,12,0.009519679227788723,50
13,13,0.010279998527162718,50
14,14,0.010949688135856629,50
15,15,0.01156392499270309,50
16,16,0.012243683550973642,50
17,17,0.012983072011428724,50
18,18,0.013692622147040437,50
19,19,0.014379559737206473,50
20,20,0.015036688527252687,50
21,21,0.015678515717067968,50
22,22,0.016302688325834033,50
23,23,0.016874952028472733,50
24,24,0.017402596023367592,50
25,25,0.017928276463408093,50
26,26,0.018560940603619562,50
27,27,0.01918298466667779,50
28,28,0.019813138961506483,50
29,29,0.020425588739913,50
30,30,0.021011133451877464,50
0,0,0.0,75
1,1,0.001466492161035059,75
2,2,0.0020470152347054574,75
3,3,0.0026240149220078755,75
4,4,0.0037061853058597714,75
5,5,0.0046728358129002,75
6,6,0.005537668143132433,75
7,7,0.006319381750808047,75
8,8,0.00718706898404783,75
9,9,0.007886252815477716,75
10,10,0.008515624554980042,75
11,11,0.009234012325067585,75
12,12,0.010125043170847298,75
13,13,0.011046438476788432,75
14,14,0.011856114040852893,75
15,15,0.012615785975841676,75
16,16,0.013276248588647122,75
17,17,0.014025254637314515,75
18,18,0.014726674931241012,75
19,19,0.015402441952170243,75
20,20,0.016035380456240908,75
21,21,0.016654726794591963,75
22,22,0.01727355875040667,75
23,23,0.017952886778116083,75
24,24,0.01861803825630481,75
25,25,0.019260789250702702,75
26,26,0.019893305591681783,75
27,27,0.020512182147091527,75
28,28,0.02110736256024851,75
29,29,0.02166293830168928,75
30,30,0.022183607050510687,75
0,0,0.0,100
1,1,0.001466492161035059,100
2,2,0.0020470152347054574,100
3,3,0.0026240149220078755,100
4,4,0.0037061853058597714,100
5,5,0.0046728358129002,100
6,6,0.005537668143132433,100
7,7,0.006319381750808047,100
8,8,0.007310053768221679,100
9,9,0.008360018628813451,100
10,10,0.0094306197880895,100
11,11,0.010326982458184591,100
12,12,0.01113393867833992,100
13,13,0.011983270019460151,100
14,14,0.012730490147346498,100
15,15,0.01343551357567943,100
16,16,0.014047756917906185,100
17,17,0.014617091843653778,100
18,18,0.015279902412539834,100
19,19,0.015906126062400168,100
20,20,0.016515079608840837,100
21,21,0.017112621440255535,100
22,22,0.017711544933215303,100
23,23,0.018372623536641024,100
24,24,0.01902098554448875,100
25,25,0.019656687226961754,100
26,26,0.020272999539541047,100
27,27,0.02085249271102139,100
28,28,0.021426819675726815,100
29,29,0.02199230649690027,100
30,30,0.022539697177855002,100
