,# of features removed,AOPC-global,aggregation
26,26,0.06531373694691102,Gpr α=0.5
27,27,0.06618329591937469,Gpr α=0.5
28,28,0.06700069689539218,Gpr α=0.5
29,29,0.0677981838928223,Gpr α=0.5
30,30,0.06855627348627918,Gpr α=0.5
0,0,0.0,Gpr α=0.95
1,1,0.007563187336304273,Gpr α=0.95
2,2,0.013493872130227125,Gpr α=0.95
3,3,0.01755566074793568,Gpr α=0.95
4,4,0.02146587589475781,Gpr α=0.95
5,5,0.025390048927249925,Gpr α=0.95
6,6,0.028667312100437593,Gpr α=0.95
7,7,0.031666016402997835,Gpr α=0.95
8,8,0.03478121229277863,Gpr α=0.95
9,9,0.03797691220576108,Gpr α=0.95
10,10,0.040862443657060814,Gpr α=0.95
11,11,0.04349658601591602,Gpr α=0.95
12,12,0.04584539172146922,Gpr α=0.95
13,13,0.04802962713160804,Gpr α=0.95
14,14,0.05016255121804623,Gpr α=0.95
15,15,0.05201410767653102,Gpr α=0.95
16,16,0.053689413577635736,Gpr α=0.95
17,17,0.0552269414473857,Gpr α=0.95
18,18,0.05670494737042318,Gpr α=0.95
19,19,0.05811165588989793,Gpr α=0.95
20,20,0.05941898921393758,Gpr α=0.95
21,21,0.0606353344063768,Gpr α=0.95
22,22,0.061848614754517146,Gpr α=0.95
23,23,0.06298569442249215,Gpr α=0.95
24,24,0.06406713725325815,Gpr α=0.95
25,25,0.06507917542091808,Gpr α=0.95
26,26,0.06601790657491996,Gpr α=0.95
27,27,0.06705647140005279,Gpr α=0.95
28,28,0.06811984884738637,Gpr α=0.95
29,29,0.06913618603895298,Gpr α=0.95
30,30,0.07010021439486405,Gpr α=0.95
0,0,0.0,Gav
1,1,3.4031436466397245e-05,Gav
2,2,5.136053423301655e-05,Gav
3,3,5.993299190470219e-05,Gav
4,4,0.0002250209238696112,Gav
5,5,0.00045776731588880744,Gav
6,6,0.0006558872793872081,Gav
7,7,0.001007183298064946,Gav
8,8,0.0013398437211329462,Gav
9,9,0.0023981304105644753,Gav
10,10,0.0032651191990765312,Gav
11,11,0.004014460144313966,Gav
12,12,0.004662744664252692,Gav
13,13,0.0052220093583713436,Gav
14,14,0.005738609029979131,Gav
15,15,0.006190860487083922,Gav
16,16,0.006607393605632138,Gav
17,17,0.006978471499342327,Gav
18,18,0.007311613211240926,Gav
19,19,0.007613044873401566,Gav
20,20,0.007886891027232855,Gav
21,21,0.008137798733483444,Gav
22,22,0.008492168909575442,Gav
23,23,0.008817970901862844,Gav
24,24,0.00911823271421263,Gav
25,25,0.00939601558271588,Gav
26,26,0.009653587414315693,Gav
27,27,0.009894837085776294,Gav
28,28,0.010132840987390106,Gav
29,29,0.010356720837210879,Gav
30,30,0.010576976043481961,Gav
0,0,0.0,Gav_4e-3
1,1,3.4031436466397245e-05,Gav_4e-3
2,2,0.00031194934422502566,Gav_4e-3
3,3,0.0006349399541682253,Gav_4e-3
4,4,0.0011530639938204447,Gav_4e-3
5,5,0.0015878375430417016,Gav_4e-3
6,6,0.0030271148988956632,Gav_4e-3
7,7,0.004166392172107926,Gav_4e-3
8,8,0.005085499340091493,Gav_4e-3
9,9,0.006105379479410902,Gav_4e-3
10,10,0.006974744499560461,Gav_4e-3
11,11,0.00772716700690165,Gav_4e-3
12,12,0.008390316091511958,Gav_4e-3
13,13,0.009475682990624592,Gav_4e-3
14,14,0.011737221825424051,Gav_4e-3
15,15,0.013736150294854917,Gav_4e-3
16,16,0.015508094505210823,Gav_4e-3
17,17,0.017092448894516027,Gav_4e-3
18,18,0.018516794100496517,Gav_4e-3
19,19,0.019824258374184365,Gav_4e-3
20,20,0.02110724161199398,Gav_4e-3
21,21,0.022297838119040733,Gav_4e-3
22,22,0.023394654930169904,Gav_4e-3
23,23,0.02442545703516812,Gav_4e-3
24,24,0.02543438627967143,Gav_4e-3
25,25,0.026373241467565787,Gav_4e-3
26,26,0.027263015009203768,Gav_4e-3
27,27,0.028114280160693315,Gav_4e-3
28,28,0.028956347034274528,Gav_4e-3
29,29,0.029793197825719594,Gav_4e-3
30,30,0.030624302130233965,Gav_4e-3
0,0,0.0,reverse
1,1,-0.00024157051075468297,reverse
2,2,-0.000531579741864995,reverse
3,3,-0.00035593445258698484,reverse
4,4,-0.0002701083869780914,reverse
5,5,-0.00020177940243218685,reverse
6,6,-0.0002180625656465949,reverse
7,7,-0.0002772258246280666,reverse
8,8,-0.00032666340764322895,reverse
9,9,-0.00037352998342627937,reverse
10,10,-0.00046003722433127437,reverse
11,11,-0.0005405673343988443,reverse
12,12,-0.0006017087239537711,reverse
13,13,-0.0006533214645389067,reverse
14,14,-0.0007132653383567455,reverse
15,15,-0.0007942532883889046,reverse
16,16,-0.0008520555360918523,reverse
17,17,-0.0009063013011240038,reverse
18,18,-0.0009646922512938459,reverse
19,19,-0.0010286544623819703,reverse
20,20,-0.0010920637976913818,reverse
21,21,-0.0011569666290180023,reverse
22,22,-0.0012191871309567238,reverse
23,23,-0.0012899232294805451,reverse
24,24,-0.001359927013599116,reverse
25,25,-0.0014262885869639728,reverse
26,26,-0.0014875905094269147,reverse
27,27,-0.0015435412147030742,reverse
