# of features removed,AOPC-global,percent
11,0.0276771495863715,25
12,0.0297128862663335,25
13,0.0322549844285662,25
14,0.0346484865260811,25
15,0.0374958450552163,25
16,0.0403862119374392,25
17,0.0431512798881776,25
18,0.0459733820946354,25
19,0.0488252740255286,25
20,0.0524698383009134,25
21,0.0560356939726778,25
22,0.0595768016950602,25
23,0.0628769558213123,25
24,0.0661764832405284,25
25,0.0693942391166053,25
26,0.0724156062187843,25
27,0.0752471635265647,25
28,0.0780135470132809,25
29,0.0806197854128917,25
30,0.0830640211272003,25
0,0.0,50
1,0.0086760707354529,50
2,0.0110781993864758,50
3,0.014182088282293,50
4,0.0160109978296981,50
5,0.0173957885537811,50
