time (minutes),percents,optimization
0.3866466864454991,0.6333333333333333,0.1
0.7732933728909983,0.6333333333333333,0.1
1.1599400593364977,0.6666666666666666,0.1
1.5465867457819966,0.8333333333333334,0.1
1.933233432227496,0.8333333333333334,0.1
2.319880118672995,0.8333333333333334,0.1
2.706526805118494,0.8333333333333334,0.1
3.093173491563993,0.8,0.1
3.479820178009492,0.8333333333333334,0.1
3.866466864454992,0.8333333333333334,0.1
4.2531135509004905,0.8333333333333334,0.1
4.63976023734599,0.8333333333333334,0.1
5.026406923791489,0.8333333333333334,0.1
5.413053610236988,0.8666666666666667,0.1
5.799700296682487,0.8333333333333334,0.1
6.1863469831279865,0.8333333333333334,0.1
6.572993669573485,0.8666666666666667,0.1
6.959640356018984,0.9333333333333332,0.1
7.346287042464484,0.9,0.1
7.732933728909983,1.0,0.1
0.1484436592747299,0.5,0.5
0.2968873185494598,0.5666666666666667,0.5
0.4453309778241898,0.6,0.5
0.5937746370989196,0.6,0.5
0.7422182963736497,0.6666666666666666,0.5
0.8906619556483796,0.7666666666666667,0.5
1.0391056149231097,0.7666666666666667,0.5
1.1875492741978393,0.7666666666666667,0.5
1.3359929334725695,0.8,0.5
1.484436592747299,0.8,0.5
1.6328802520220294,0.8,0.5
1.7813239112967592,0.7666666666666667,0.5
1.9297675705714887,0.7666666666666667,0.5
2.078211229846219,0.7666666666666667,0.5
2.226654889120949,0.7666666666666667,0.5
2.3750985483956786,0.7666666666666667,0.5
2.523542207670409,0.7666666666666667,0.5
2.671985866945139,0.7333333333333333,0.5
2.820429526219869,0.7333333333333333,0.5
2.9688731854945987,0.7333333333333333,0.5
0.2350016180956792,0.6,topk-0.1
0.4700032361913585,0.6666666666666666,topk-0.1
0.7050048542870377,0.6666666666666666,topk-0.1
0.940006472382717,0.7666666666666667,topk-0.1
1.1750080904783962,0.7666666666666667,topk-0.1
1.4100097085740757,0.7666666666666667,topk-0.1
1.6450113266697546,0.7333333333333333,topk-0.1
1.880012944765434,0.7666666666666667,topk-0.1
2.115014562861113,0.8,topk-0.1
2.3500161809567923,0.8,topk-0.1
2.5850177990524714,0.8,topk-0.1
2.820019417148151,0.8,topk-0.1
3.05502103524383,0.7666666666666667,topk-0.1
3.290022653339509,0.7666666666666667,topk-0.1
3.5250242714351883,0.8,topk-0.1
3.760025889530868,0.8,topk-0.1
3.995027507626547,0.8,topk-0.1
4.230029125722226,0.8333333333333334,topk-0.1
4.4650307438179055,0.8333333333333334,topk-0.1
4.700032361913585,0.8333333333333334,topk-0.1
0.112805952492635,0.4333333333333333,topk-0.5
0.22561190498527,0.5666666666666667,topk-0.5
0.338417857477905,0.7,topk-0.5
0.45122380997054,0.7333333333333333,topk-0.5
0.564029762463175,0.7333333333333333,topk-0.5
0.6768357149558101,0.7333333333333333,topk-0.5
0.789641667448445,0.7333333333333333,topk-0.5
0.90244761994108,0.7666666666666667,topk-0.5
1.015253572433715,0.7666666666666667,topk-0.5
1.12805952492635,0.7666666666666667,topk-0.5
1.2408654774189851,0.7666666666666667,topk-0.5
1.35367142991162,0.7,topk-0.5
1.4664773824042552,0.7,topk-0.5
1.57928333489689,0.7,topk-0.5
1.6920892873895252,0.6666666666666666,topk-0.5
1.80489523988216,0.6666666666666666,topk-0.5
1.9177011923747955,0.7,topk-0.5
2.03050714486743,0.6666666666666666,topk-0.5
2.1433130973600654,0.6666666666666666,topk-0.5
2.2561190498527,0.6666666666666666,topk-0.5
0.1818861008938134,0.7,desired-0.1
0.3637722017876268,0.7,desired-0.1
0.5456583026814402,0.7,desired-0.1
0.7275444035752536,0.7,desired-0.1
0.9094305044690671,0.7,desired-0.1
1.0913166053628804,0.6666666666666666,desired-0.1
1.2732027062566935,0.6666666666666666,desired-0.1
1.4550888071505073,0.7,desired-0.1
1.6369749080443208,0.7333333333333333,desired-0.1
1.8188610089381343,0.7333333333333333,desired-0.1
2.000747109831947,0.7,desired-0.1
2.182633210725761,0.7333333333333333,desired-0.1
2.364519311619574,0.7333333333333333,desired-0.1
2.5464054125133875,0.7,desired-0.1
2.728291513407201,0.7333333333333333,desired-0.1
2.9101776143010145,0.7333333333333333,desired-0.1
3.092063715194828,0.7333333333333333,desired-0.1
3.2739498160886416,0.7333333333333333,desired-0.1
3.455835916982455,0.7333333333333333,desired-0.1
3.6377220178762686,0.7666666666666667,desired-0.1
