,# of features removed,AOPC-global,percents-remove
16,16,0.13465698620778124,100
17,17,0.1387570347654592,100
18,18,0.14293703854756767,100
19,19,0.14702222638424994,100
20,20,0.15083502738763516,100
21,21,0.15451455741527798,100
22,22,0.15804253313521957,100
23,23,0.16210251656571514,100
24,24,0.16600073466313575,100
25,25,0.16977780397082015,100
26,26,0.17350795960478702,100
27,27,0.177199620757833,100
28,28,0.1808311751293574,100
29,29,0.1846448693935864,100
30,30,0.1884039190710953,100
0,0,0.0,5
1,1,0.005319614247221121,5
2,2,0.009125170680162786,5
