time (minutes),percents,optimization
0.1689202867736771,0.4333333333333333,0.1
0.3378405735473542,0.5,0.1
0.5067608603210312,0.4666666666666667,0.1
0.6756811470947084,0.4666666666666667,0.1
0.8446014338683854,0.5666666666666667,0.1
1.0135217206420624,0.5666666666666667,0.1
1.1824420074157396,0.6,0.1
1.3513622941894168,0.7,0.1
1.5202825809630938,0.7666666666666667,0.1
1.6892028677367708,0.8333333333333334,0.1
1.858123154510448,0.8666666666666667,0.1
2.0270434412841247,0.9,0.1
2.195963728057802,0.9,0.1
2.364884014831479,0.9333333333333332,0.1
2.533804301605156,0.9333333333333332,0.1
2.7027245883788336,0.9666666666666668,0.1
2.8716448751525103,0.9333333333333332,0.1
3.0405651619261875,0.9333333333333332,0.1
3.2094854486998643,0.9666666666666668,0.1
3.378405735473541,1.0,0.1
0.089773264296099,0.4333333333333333,stop-words-0.1
0.1795465285921981,0.6,stop-words-0.1
0.2693197928882971,0.7,stop-words-0.1
0.3590930571843962,0.8333333333333334,stop-words-0.1
0.4488663214804952,0.7666666666666667,stop-words-0.1
0.5386395857765943,0.8,stop-words-0.1
0.6284128500726933,0.8,stop-words-0.1
0.7181861143687924,0.8,stop-words-0.1
0.8079593786648915,0.8333333333333334,stop-words-0.1
0.8977326429609905,0.8333333333333334,stop-words-0.1
0.9875059072570896,0.8,stop-words-0.1
1.0772791715531886,0.8333333333333334,stop-words-0.1
1.1670524358492878,0.9,stop-words-0.1
1.2568257001453866,0.9,stop-words-0.1
1.346598964441486,0.9,stop-words-0.1
1.4363722287375849,0.9,stop-words-0.1
1.526145493033684,0.9,stop-words-0.1
1.615918757329783,0.9,stop-words-0.1
1.705692021625882,0.9,stop-words-0.1
1.795465285921981,0.9,stop-words-0.1
0.1395304897761194,0.4333333333333333,topk-0.1
0.2790609795522388,0.5,topk-0.1
0.4185914693283582,0.5,topk-0.1
0.5581219591044776,0.5666666666666667,topk-0.1
0.697652448880597,0.6333333333333333,topk-0.1
0.8371829386567164,0.7,topk-0.1
0.9767134284328356,0.6666666666666666,topk-0.1
1.1162439182089552,0.7333333333333333,topk-0.1
1.2557744079850746,0.7666666666666667,topk-0.1
1.395304897761194,0.7666666666666667,topk-0.1
1.5348353875373133,0.7666666666666667,topk-0.1
1.674365877313433,0.8666666666666667,topk-0.1
1.813896367089552,0.8666666666666667,topk-0.1
1.9534268568656716,0.8666666666666667,topk-0.1
2.092957346641791,0.8666666666666667,topk-0.1
2.2324878364179104,0.9,topk-0.1
2.3720183261940297,0.9,topk-0.1
2.511548815970149,0.9,topk-0.1
2.6510793057462685,0.9,topk-0.1
2.790609795522388,0.9,topk-0.1
0.0945902962257293,0.4,desired-0.1
0.1891805924514586,0.4666666666666667,desired-0.1
0.2837708886771879,0.5333333333333333,desired-0.1
0.3783611849029172,0.6,desired-0.1
0.4729514811286466,0.6333333333333333,desired-0.1
0.5675417773543759,0.6666666666666666,desired-0.1
0.6621320735801052,0.7,desired-0.1
0.7567223698058345,0.7333333333333333,desired-0.1
0.8513126660315639,0.7666666666666667,desired-0.1
0.9459029622572932,0.8,desired-0.1
1.0404932584830224,0.8333333333333334,desired-0.1
1.135083554708752,0.8666666666666667,desired-0.1
1.2296738509344811,0.8666666666666667,desired-0.1
1.3242641471602103,0.8333333333333334,desired-0.1
1.4188544433859398,0.8333333333333334,desired-0.1
1.513444739611669,0.8333333333333334,desired-0.1
1.6080350358373985,0.8333333333333334,desired-0.1
1.7026253320631275,0.8333333333333334,desired-0.1
1.7972156282888572,0.8,desired-0.1
1.8918059245145864,0.8333333333333334,desired-0.1
0.1443931796940128,0.4,masking-0.1
0.2887863593880257,0.4666666666666667,masking-0.1
0.4331795390820387,0.5333333333333333,masking-0.1
0.5775727187760515,0.6,masking-0.1
0.7219658984700643,0.5666666666666667,masking-0.1
0.8663590781640774,0.6,masking-0.1
1.0107522578580903,0.6666666666666666,masking-0.1
1.155145437552103,0.6666666666666666,masking-0.1
1.299538617246116,0.7666666666666667,masking-0.1
1.4439317969401286,0.7666666666666667,masking-0.1
1.5883249766341418,0.8333333333333334,masking-0.1
1.7327181563281548,0.8666666666666667,masking-0.1
1.877111336022168,0.8666666666666667,masking-0.1
2.0215045157161806,0.8666666666666667,masking-0.1
2.165897695410193,0.8333333333333334,masking-0.1
2.310290875104206,0.8666666666666667,masking-0.1
2.454684054798219,0.8333333333333334,masking-0.1
2.599077234492232,0.8333333333333334,masking-0.1
2.7434704141862447,0.8,masking-0.1
2.8878635938802573,0.8,masking-0.1
0.0839925901593962,0.4333333333333333,stop-words-masking-0.1
0.1679851803187924,0.6333333333333333,stop-words-masking-0.1
0.2519777704781886,0.7333333333333333,stop-words-masking-0.1
0.3359703606375848,0.8,stop-words-masking-0.1
0.419962950796981,0.7333333333333333,stop-words-masking-0.1
0.5039555409563772,0.7333333333333333,stop-words-masking-0.1
0.5879481311157734,0.7333333333333333,stop-words-masking-0.1
0.6719407212751696,0.7333333333333333,stop-words-masking-0.1
0.7559333114345658,0.8,stop-words-masking-0.1
0.839925901593962,0.8333333333333334,stop-words-masking-0.1
0.9239184917533582,0.8333333333333334,stop-words-masking-0.1
1.0079110819127544,0.8666666666666667,stop-words-masking-0.1
1.0919036720721509,0.8666666666666667,stop-words-masking-0.1
1.1758962622315468,0.8666666666666667,stop-words-masking-0.1
1.259888852390943,0.8666666666666667,stop-words-masking-0.1
1.3438814425503391,0.8666666666666667,stop-words-masking-0.1
1.4278740327097352,0.8333333333333334,stop-words-masking-0.1
1.5118666228691315,0.8333333333333334,stop-words-masking-0.1
1.5958592130285276,0.8333333333333334,stop-words-masking-0.1
1.679851803187924,0.8333333333333334,stop-words-masking-0.1
0.0576363242933853,0.4666666666666667,stop-words-0.5
0.1152726485867706,0.6333333333333333,stop-words-0.5
0.172908972880156,0.7,stop-words-0.5
0.2305452971735413,0.7666666666666667,stop-words-0.5
0.2881816214669267,0.7666666666666667,stop-words-0.5
0.345817945760312,0.7666666666666667,stop-words-0.5
0.4034542700536974,0.7333333333333333,stop-words-0.5
0.4610905943470827,0.8,stop-words-0.5
0.518726918640468,0.8333333333333334,stop-words-0.5
0.5763632429338534,0.8333333333333334,stop-words-0.5
0.6339995672272388,0.8333333333333334,stop-words-0.5
0.6916358915206241,0.8666666666666667,stop-words-0.5
0.7492722158140094,0.9,stop-words-0.5
0.8069085401073949,0.8666666666666667,stop-words-0.5
