,# of features removed,AOPC-global,aggregation
12,12,0.04576531310078684,avg
13,13,0.050034866129371046,avg
14,14,0.05404214559185302,avg
15,15,0.05797119939253733,avg
16,16,0.061613687099871556,avg
17,17,0.06520075780777951,avg
18,18,0.0686540753095517,avg
19,19,0.07206385718870201,avg
20,20,0.07534298524765311,avg
21,21,0.07853521837677682,avg
22,22,0.08393774616526484,avg
23,23,0.08904983170117946,avg
24,24,0.0938669766431683,avg
25,25,0.09841467139039017,avg
26,26,0.10291362444623556,avg
27,27,0.10759332290651055,avg
28,28,0.11263078809575157,avg
29,29,0.11754517113244813,avg
30,30,0.12216913530864096,avg
0,0,0.0,avg_2e-3
1,1,0.0013325082757387784,avg_2e-3
2,2,0.0025934284256934905,avg_2e-3
3,3,0.0040627809307981965,avg_2e-3
4,4,0.007072238132749468,avg_2e-3
5,5,0.010524971159851184,avg_2e-3
6,6,0.017689822645915888,avg_2e-3
7,7,0.023560707121384118,avg_2e-3
8,8,0.02854658759845154,avg_2e-3
9,9,0.03294476050021917,avg_2e-3
10,10,0.03728701308262762,avg_2e-3
11,11,0.04220774245393356,avg_2e-3
12,12,0.04678143492077011,avg_2e-3
13,13,0.051030671504175354,avg_2e-3
14,14,0.05516420643220667,avg_2e-3
15,15,0.058967704745135144,avg_2e-3
16,16,0.06269358381095413,avg_2e-3
17,17,0.06626285578608412,avg_2e-3
18,18,0.06977409505599554,avg_2e-3
19,19,0.07316653878200077,avg_2e-3
20,20,0.07896071374474964,avg_2e-3
21,21,0.08440243832521291,avg_2e-3
22,22,0.08970920267377844,avg_2e-3
23,23,0.0951595190531185,avg_2e-3
24,24,0.10096319540453395,avg_2e-3
25,25,0.10671875803650997,avg_2e-3
26,26,0.11251951512839199,avg_2e-3
27,27,0.11861384673309057,avg_2e-3
28,28,0.1245314190545339,avg_2e-3
29,29,0.13115945990874764,avg_2e-3
30,30,0.13735988522397982,avg_2e-3
0,0,0.0,avg_3e-3
1,1,0.0013325082757387784,avg_3e-3
2,2,0.002895200941154838,avg_3e-3
3,3,0.006336354397473428,avg_3e-3
4,4,0.010136760342225623,avg_3e-3
5,5,0.018152080183217807,avg_3e-3
6,6,0.024445589624977608,avg_3e-3
7,7,0.0296378133269636,avg_3e-3
8,8,0.034585234238573195,avg_3e-3
9,9,0.040105793631019536,avg_3e-3
10,10,0.04510715849615836,avg_3e-3
11,11,0.0496587127642436,avg_3e-3
12,12,0.05403025470925431,avg_3e-3
13,13,0.058108207126351785,avg_3e-3
14,14,0.06545718211607802,avg_3e-3
15,15,0.07237374547129341,avg_3e-3
16,16,0.07930358239858462,avg_3e-3
17,17,0.08655980589287485,avg_3e-3
18,18,0.09409545852158863,avg_3e-3
19,19,0.10254593670471186,avg_3e-3
20,20,0.11019160744182335,avg_3e-3
21,21,0.1171422172028338,avg_3e-3
22,22,0.12348842611506072,avg_3e-3
23,23,0.12930578428460207,avg_3e-3
24,24,0.13465775380058012,avg_3e-3
25,25,0.13959803335379062,avg_3e-3
26,26,0.14417236627342997,avg_3e-3
27,27,0.14841996112738082,avg_3e-3
28,28,0.1523746184051971,avg_3e-3
29,29,0.1560656318644923,avg_3e-3
30,30,0.15951851542318782,avg_3e-3
0,0,0.0,avg_4e-3
1,1,0.0016777848602547005,avg_4e-3
2,2,0.005783455978487014,avg_4e-3
3,3,0.010005933876304472,avg_4e-3
4,4,0.019117479668383813,avg_4e-3
5,5,0.02585483801099632,avg_4e-3
6,6,0.03183598286866016,avg_4e-3
7,7,0.03827511984085638,avg_4e-3
8,8,0.049641255422521756,avg_4e-3
9,9,0.060113705256834515,avg_4e-3
10,10,0.07041618930261423,avg_4e-3
11,11,0.07900159267409732,avg_4e-3
12,12,0.08626616475765993,avg_4e-3
13,13,0.09249294082928504,avg_4e-3
14,14,0.09788948009136013,avg_4e-3
15,15,0.10261145194567584,avg_4e-3
16,16,0.10677789769948381,avg_4e-3
17,17,0.11048140503620202,avg_4e-3
18,18,0.11379506949537092,avg_4e-3
19,19,0.11677736750862296,avg_4e-3
20,20,0.1194756371396605,avg_4e-3
21,21,0.12192860953151281,avg_4e-3
22,22,0.12416827997624753,avg_4e-3
23,23,0.12622131121725436,avg_4e-3
24,24,0.12811009995898065,avg_4e-3
25,25,0.12985359725903567,avg_4e-3
26,26,0.1314679466109385,avg_4e-3
27,27,0.13296698529484824,avg_4e-3
28,28,0.1343626420005573,avg_4e-3
29,29,0.13566525492588577,avg_4e-3
30,30,0.13688382830764467,avg_4e-3
0,0,0.0,probabilistic α=0.5
1,1,0.004339284677402602,probabilistic α=0.5
2,2,0.02440044996373658,probabilistic α=0.5
3,3,0.04250435424285337,probabilistic α=0.5
4,4,0.05562718073728815,probabilistic α=0.5
5,5,0.06719858081063901,probabilistic α=0.5
6,6,0.0759432336802481,probabilistic α=0.5
7,7,0.08463963512042368,probabilistic α=0.5
