,# of features removed,AOPC-global,optimization
0,0,0.0,0.1
1,1,0.004330114223469936,0.1
2,2,0.01651585367348093,0.1
3,3,0.036420626432207226,0.1
4,4,0.0506239740144077,0.1
5,5,0.06291572147960235,0.1
6,6,0.0728642871391106,0.1
7,7,0.08251494707642354,0.1
8,8,0.09039385699661244,0.1
9,9,0.09709478162149932,0.1
10,10,0.10306189985863495,0.1
11,11,0.10968629843480031,0.1
12,12,0.11621971972772868,0.1
13,13,0.12208956176204795,0.1
14,14,0.12748375836283363,0.1
15,15,0.1328125314668142,0.1
16,16,0.1384195363980813,0.1
17,17,0.14355159725651193,0.1
18,18,0.1483879973751972,0.1
19,19,0.1531297306290439,0.1
20,20,0.15755561577412827,0.1
21,21,0.16176441288484666,0.1
22,22,0.16589759369829518,0.1
23,23,0.1697884366178782,0.1
24,24,0.17353179951194003,0.1
25,25,0.1771362824498705,0.1
26,26,0.18057112164499264,0.1
27,27,0.18398516766278444,0.1
28,28,0.18738384725873367,0.1
29,29,0.1907537284262908,0.1
30,30,0.19431571675701084,0.1
0,0,0.0,topk-0.1
1,1,0.004330114223469936,topk-0.1
2,2,0.024167295537175598,topk-0.1
3,3,0.04215920782997822,topk-0.1
4,4,0.0552148391326245,topk-0.1
5,5,0.06674144241144969,topk-0.1
6,6,0.07614347650926545,topk-0.1
7,7,0.08361444829769095,topk-0.1
8,8,0.0913711914155168,topk-0.1
9,9,0.09797438259851324,topk-0.1
10,10,0.1044739110637149,topk-0.1
11,11,0.1111504892280853,topk-0.1
12,12,0.11723015865412376,topk-0.1
13,13,0.12291834091198162,topk-0.1
14,14,0.129169538904967,topk-0.1
15,15,0.13487538295916224,topk-0.1
16,16,0.14018083374613657,topk-0.1
17,17,0.14504484647630694,topk-0.1
18,18,0.1496414140591804,topk-0.1
19,19,0.1541672930751305,topk-0.1
20,20,0.15845622330547182,topk-0.1
21,21,0.16249100006098294,topk-0.1
22,22,0.16644880020488403,topk-0.1
23,23,0.17029729607579092,topk-0.1
24,24,0.1739392573383165,topk-0.1
25,25,0.1774585556268454,topk-0.1
26,26,0.18095003439122384,topk-0.1
27,27,0.18439355844535976,topk-0.1
28,28,0.18877044986695005,topk-0.1
29,29,0.19320165506251338,topk-0.1
30,30,0.19743893270428828,topk-0.1
0,0,0.0,0.5
1,1,0.004330114223469936,0.5
2,2,0.024167295537175598,0.5
3,3,0.04215920782997822,0.5
4,4,0.0552148391326245,0.5
5,5,0.06674144241144969,0.5
6,6,0.07738475096504857,0.5
7,7,0.08784493244807622,0.5
8,8,0.09961437654301981,0.5
9,9,0.10936548879102566,0.5
10,10,0.11844058903668953,0.5
11,11,0.1272634770181118,0.5
12,12,0.13540784102939007,0.5
13,13,0.14291319649404763,0.5
14,14,0.15006731039396276,0.5
15,15,0.15661497271674063,0.5
16,16,0.16262631987727155,0.5
17,17,0.1686072032767832,0.5
18,18,0.17415729542188985,0.5
19,19,0.17940117209868428,0.5
20,20,0.18441198160294708,0.5
21,21,0.18925105413289087,0.5
22,22,0.1937852080320342,0.5
23,23,0.19819262750943653,0.5
24,24,0.2024989522056465,0.5
25,25,0.20678627929613586,0.5
26,26,0.21090698339970443,0.5
27,27,0.21489930034093593,0.5
28,28,0.21885640377456497,0.5
29,29,0.22284970369920973,0.5
30,30,0.2267368329159099,0.5
0,0,0.0,topk-0.5
1,1,0.004330114223469936,topk-0.5
2,2,0.024167295537175598,topk-0.5
3,3,0.04215920782997822,topk-0.5
4,4,0.0552148391326245,topk-0.5
5,5,0.06674144241144969,topk-0.5
6,6,0.07738475096504857,topk-0.5
7,7,0.08725768904530129,topk-0.5
8,8,0.09627731782663676,topk-0.5
9,9,0.10437551728680236,topk-0.5
10,10,0.11280328053081314,topk-0.5
11,11,0.12010604737753122,topk-0.5
12,12,0.12671556876555615,topk-0.5
13,13,0.13285790984797388,topk-0.5
14,14,0.14040579320911034,topk-0.5
15,15,0.14740040399844895,topk-0.5
16,16,0.153794280163473,topk-0.5
17,17,0.15973355911936293,topk-0.5
18,18,0.1653261928028403,topk-0.5
19,19,0.1704928139455438,topk-0.5
20,20,0.17535680292643546,topk-0.5
21,21,0.18013221853757688,topk-0.5
22,22,0.1850443408083219,topk-0.5
23,23,0.1897986163294676,topk-0.5
24,24,0.1944240485859215,topk-0.5
25,25,0.19888505816587768,topk-0.5
26,26,0.20340018540888796,topk-0.5
27,27,0.20773836904647314,topk-0.5
28,28,0.21201748630084521,topk-0.5
29,29,0.2160957832893352,topk-0.5
30,30,0.22006242588834218,topk-0.5
0,0,0.0,topk-0.5
1,1,0.004330114223469936,topk-0.5
2,2,0.024167295537175598,topk-0.5
3,3,0.04215920782997822,topk-0.5
4,4,0.0552148391326245,topk-0.5
5,5,0.06674144241144969,topk-0.5
6,6,0.07738475096504857,topk-0.5
7,7,0.08725768904530129,topk-0.5
8,8,0.09627731782663676,topk-0.5
9,9,0.10437551728680236,topk-0.5
10,10,0.11280328053081314,topk-0.5
11,11,0.12010604737753122,topk-0.5
12,12,0.12671556876555615,topk-0.5
13,13,0.13285790984797388,topk-0.5
14,14,0.14040579320911034,topk-0.5
15,15,0.14740040399844895,topk-0.5
16,16,0.153794280163473,topk-0.5
17,17,0.15973355911936293,topk-0.5
18,18,0.1653261928028403,topk-0.5
19,19,0.1704928139455438,topk-0.5
20,20,0.17535680292643546,topk-0.5
21,21,0.18013221853757688,topk-0.5
22,22,0.1850443408083219,topk-0.5
23,23,0.1897986163294676,topk-0.5
24,24,0.1944240485859215,topk-0.5
25,25,0.19888505816587768,topk-0.5
26,26,0.20340018540888796,topk-0.5
27,27,0.20773836904647314,topk-0.5
28,28,0.21201748630084521,topk-0.5
29,29,0.2160957832893352,topk-0.5
30,30,0.22006242588834218,topk-0.5
0,0,0.0,masking-0.1
1,1,0.004330114223469936,masking-0.1
2,2,0.024167295537175598,masking-0.1
3,3,0.04215920782997822,masking-0.1
4,4,0.0552148391326245,masking-0.1
5,5,0.06674144241144969,masking-0.1
6,6,0.07738475096504857,masking-0.1
7,7,0.08725768904530129,masking-0.1
8,8,0.09713904094578986,masking-0.1
9,9,0.1057119743159356,masking-0.1
10,10,0.11355172656462224,masking-0.1
11,11,0.12073313375746768,masking-0.1
12,12,0.12706782982222223,masking-0.1
13,13,0.13280548387532842,masking-0.1
14,14,0.138043315180511,masking-0.1
15,15,0.14297600149319728,masking-0.1
16,16,0.14784748731915417,masking-0.1
17,17,0.1528829794085139,masking-0.1
18,18,0.15762219885282866,masking-0.1
19,19,0.1625238616289213,masking-0.1
20,20,0.16726649407660954,masking-0.1
21,21,0.17169911523593873,masking-0.1
22,22,0.17592350123072267,masking-0.1
23,23,0.18005783295198277,masking-0.1
24,24,0.18518731946607928,masking-0.1
25,25,0.1899901785903188,masking-0.1
26,26,0.19454788089107453,masking-0.1
27,27,0.19894598187255125,masking-0.1
28,28,0.20319955873687906,masking-0.1
29,29,0.20736734402158954,masking-0.1
30,30,0.2114606511859068,masking-0.1
0,0,0.0,topk-masking-0.1
1,1,0.004330114223469936,topk-masking-0.1
2,2,0.024167295537175598,topk-masking-0.1
3,3,0.04215920782997822,topk-masking-0.1
4,4,0.0552148391326245,topk-masking-0.1
5,5,0.06674144241144969,topk-masking-0.1
6,6,0.07738475096504857,topk-masking-0.1
7,7,0.08725768904530129,topk-masking-0.1
8,8,0.09713904094578986,topk-masking-0.1
9,9,0.10592661890127794,topk-masking-0.1
10,10,0.1141595778305604,topk-masking-0.1
11,11,0.1213518741789089,topk-masking-0.1
12,12,0.12769578414447375,topk-masking-0.1
13,13,0.13361045829335425,topk-masking-0.1
14,14,0.13934190084933346,topk-masking-0.1
15,15,0.14491941943567338,topk-masking-0.1
16,16,0.15006292012746325,topk-masking-0.1
17,17,0.1549113582381636,topk-masking-0.1
18,18,0.15949180299856047,topk-masking-0.1
19,19,0.16391067009206312,topk-masking-0.1
20,20,0.1681750423543,topk-masking-0.1
21,21,0.17234554844068323,topk-masking-0.1
22,22,0.17670693989700761,topk-masking-0.1
23,23,0.18081592442161656,topk-masking-0.1
24,24,0.1848476889612566,topk-masking-0.1
25,25,0.18880111321617443,topk-masking-0.1
26,26,0.19261264802754713,topk-masking-0.1
27,27,0.19625859049576524,topk-masking-0.1
28,28,0.19981331512692346,topk-masking-0.1
29,29,0.20423597589145218,topk-masking-0.1
30,30,0.20843029493093515,topk-masking-0.1
0,0,0.0,topk-masking-0.5
1,1,0.004330114223469936,topk-masking-0.5
2,2,0.024167295537175598,topk-masking-0.5
3,3,0.04215920782997822,topk-masking-0.5
4,4,0.05632838390187302,topk-masking-0.5
5,5,0.06859735036019723,topk-masking-0.5
6,6,0.07897552920683218,topk-masking-0.5
7,7,0.08923686340963688,topk-masking-0.5
8,8,0.09889830704742149,topk-masking-0.5
9,9,0.10750995839274642,topk-masking-0.5
10,10,0.11752892099103945,topk-masking-0.5
11,11,0.12652634506800023,topk-masking-0.5
12,12,0.13511609500951818,topk-masking-0.5
13,13,0.14312737170255083,topk-masking-0.5
14,14,0.15044336768520747,topk-masking-0.5
15,15,0.1570726844765862,topk-masking-0.5
16,16,0.16328934079683255,topk-masking-0.5
17,17,0.16903625568634917,topk-masking-0.5
18,18,0.17438987683918378,topk-masking-0.5
19,19,0.1795225093479847,topk-masking-0.5
20,20,0.18451596301102108,topk-masking-0.5
21,21,0.18942449868849434,topk-masking-0.5
22,22,0.194164002401966,topk-masking-0.5
23,23,0.19903902145937388,topk-masking-0.5
24,24,0.20370171114910376,topk-masking-0.5
25,25,0.20823752785025834,topk-masking-0.5
26,26,0.21253606244582657,topk-masking-0.5
27,27,0.2165906562864485,topk-masking-0.5
28,28,0.22046860517304187,topk-masking-0.5
29,29,0.2242429097225857,topk-masking-0.5
30,30,0.22792263229549983,topk-masking-0.5
0,0,0.0,0.1
1,1,0.004330114223469936,0.1
2,2,0.024167295537175598,0.1
3,3,0.04215920782997822,0.1
4,4,0.0552148391326245,0.1
5,5,0.06674144241144969,0.1
6,6,0.07738475096504857,0.1
7,7,0.08647035292411927,0.1
8,8,0.0939097733056753,0.1
9,9,0.10025910629965591,0.1
10,10,0.10579735447339722,0.1
11,11,0.11085672620022415,0.1
12,12,0.11565146523811995,0.1
13,13,0.11995159988142187,0.1
14,14,0.12398538340999252,0.1
15,15,0.12800115423669675,0.1
16,16,0.1324496000876913,0.1
17,17,0.1369082671999221,0.1
18,18,0.1419408430657406,0.1
19,19,0.14671895509117566,0.1
20,20,0.15164807099629246,0.1
21,21,0.15624046055431345,0.1
22,22,0.1606115416812516,0.1
23,23,0.16478819244486645,0.1
24,24,0.16891258380819799,0.1
25,25,0.1740256643652905,0.1
26,26,0.1789035481006986,0.1
27,27,0.18349610660114582,0.1
28,28,0.1879321634002415,0.1
29,29,0.19228206539356396,0.1
30,30,0.19649561285475303,0.1
0,0,0.0,topk-0.1
1,1,0.004330114223469936,topk-0.1
2,2,0.01651585367348093,topk-0.1
3,3,0.036420626432207226,topk-0.1
4,4,0.0506239740144077,topk-0.1
5,5,0.06291572147960235,topk-0.1
6,6,0.0728642871391106,topk-0.1
7,7,0.08251494707642354,topk-0.1
8,8,0.09046301223737335,topk-0.1
9,9,0.09715702133818414,topk-0.1
10,10,0.10297727723569562,topk-0.1
11,11,0.10821124069742476,topk-0.1
12,12,0.1130499773946194,topk-0.1
13,13,0.11767450302775402,topk-0.1
14,14,0.12186009301323586,topk-0.1
15,15,0.12676133428444672,topk-0.1
16,16,0.13199107758647652,topk-0.1
17,17,0.13686617349573174,topk-0.1
18,18,0.14147265760726008,topk-0.1
19,19,0.14607253702784764,topk-0.1
20,20,0.15060477859063062,topk-0.1
21,21,0.15530351208062362,topk-0.1
22,22,0.1597001927529705,topk-0.1
23,23,0.16390109525266922,topk-0.1
24,24,0.1678799518013394,topk-0.1
25,25,0.17179456820876557,topk-0.1
26,26,0.17565560065275823,topk-0.1
27,27,0.1794527524343277,topk-0.1
28,28,0.1841588834642182,topk-0.1
29,29,0.18868046732307286,topk-0.1
30,30,0.19296732515528886,topk-0.1
0,0,0.0,0.5
1,1,0.004330114223469936,0.5
2,2,0.024167295537175598,0.5
3,3,0.04215920782997822,0.5
4,4,0.056341774098133,0.5
5,5,0.06768055488270679,0.5
6,6,0.07818970451184036,0.5
7,7,0.08796202339874411,0.5
8,8,0.0977651159266279,0.5
9,9,0.10649008638403219,0.5
10,10,0.1146718209967006,0.5
11,11,0.12176956398396675,0.5
12,12,0.12846766964327272,0.5
13,13,0.13507076681341,0.5
14,14,0.14123867898647754,0.5
15,15,0.14724448260404777,0.5
16,16,0.15277771914233665,0.5
17,17,0.15795198509668426,0.5
18,18,0.16287597793638606,0.5
19,19,0.16749640814038413,0.5
20,20,0.17326574100807846,0.5
21,21,0.17879438023205088,0.5
22,22,0.18395813850400297,0.5
23,23,0.18886140998388065,0.5
24,24,0.19349187910594476,0.5
25,25,0.19789286042944573,0.5
26,26,0.20213993823497256,0.5
27,27,0.20624853076237484,0.5
28,28,0.21022800702893935,0.5
29,29,0.21413817690551631,0.5
30,30,0.2180376304535569,0.5
0,0,0.0,topk-0.5
1,1,0.004330114223469936,topk-0.5
2,2,0.024167295537175598,topk-0.5
3,3,0.04215920782997822,topk-0.5
4,4,0.0552148391326245,topk-0.5
5,5,0.06674144241144969,topk-0.5
6,6,0.07738475096504857,topk-0.5
7,7,0.08784493244807622,topk-0.5
8,8,0.09961437654301981,topk-0.5
9,9,0.10991242825407195,topk-0.5
10,10,0.1188226504707973,topk-0.5
11,11,0.12700453600129788,topk-0.5
12,12,0.13423366736459508,topk-0.5
13,13,0.14066974922745765,topk-0.5
14,14,0.14676631770464516,topk-0.5
15,15,0.152471398633616,topk-0.5
16,16,0.158410439881051,topk-0.5
17,17,0.16389940615462262,topk-0.5
18,18,0.1690529550607464,topk-0.5
19,19,0.17400331935493318,topk-0.5
20,20,0.1790867482112529,topk-0.5
21,21,0.18404179759229564,topk-0.5
22,22,0.18868184339896416,topk-0.5
23,23,0.19307247936680552,topk-0.5
24,24,0.19727489779858431,topk-0.5
25,25,0.201332767414907,topk-0.5
26,26,0.20526103809015267,topk-0.5
27,27,0.20908642782159398,topk-0.5
28,28,0.2129279531454767,topk-0.5
29,29,0.21693775597048104,topk-0.5
30,30,0.22076790223174722,topk-0.5
0,0,0.0,topk-0.5
1,1,0.004330114223469936,topk-0.5
2,2,0.024167295537175598,topk-0.5
3,3,0.04215920782997822,topk-0.5
4,4,0.0552148391326245,topk-0.5
5,5,0.06674144241144969,topk-0.5
6,6,0.07738475096504857,topk-0.5
7,7,0.08784493244807622,topk-0.5
8,8,0.09961437654301981,topk-0.5
9,9,0.10991242825407195,topk-0.5
10,10,0.1188226504707973,topk-0.5
11,11,0.12700453600129788,topk-0.5
12,12,0.13423366736459508,topk-0.5
13,13,0.14066974922745765,topk-0.5
14,14,0.14676631770464516,topk-0.5
15,15,0.152471398633616,topk-0.5
16,16,0.158410439881051,topk-0.5
17,17,0.16389940615462262,topk-0.5
18,18,0.1690529550607464,topk-0.5
19,19,0.17400331935493318,topk-0.5
20,20,0.1790867482112529,topk-0.5
21,21,0.18404179759229564,topk-0.5
22,22,0.18868184339896416,topk-0.5
23,23,0.19307247936680552,topk-0.5
24,24,0.19727489779858431,topk-0.5
25,25,0.201332767414907,topk-0.5
26,26,0.20526103809015267,topk-0.5
27,27,0.20908642782159398,topk-0.5
28,28,0.2129279531454767,topk-0.5
29,29,0.21693775597048104,topk-0.5
30,30,0.22076790223174722,topk-0.5
0,0,0.0,masking-0.1
1,1,0.004330114223469936,masking-0.1
2,2,0.024167295537175598,masking-0.1
3,3,0.04215920782997822,masking-0.1
4,4,0.05632838390187302,masking-0.1
5,5,0.06765823788894015,masking-0.1
6,6,0.07817057566004039,masking-0.1
7,7,0.08794528565341914,masking-0.1
8,8,0.0977502379307835,masking-0.1
9,9,0.10647669618777222,masking-0.1
10,10,0.11397815902415914,masking-0.1
11,11,0.12050900886452404,masking-0.1
12,12,0.12646536970871164,masking-0.1
13,13,0.13204785889641166,masking-0.1
14,14,0.13740464044757025,masking-0.1
15,15,0.14236124955273605,masking-0.1
16,16,0.14726889725754358,masking-0.1
17,17,0.1518780176575317,masking-0.1
18,18,0.15631403781451625,masking-0.1
19,19,0.160629640388587,masking-0.1
20,20,0.16475351903015745,masking-0.1
21,21,0.17000920567083197,masking-0.1
22,22,0.17536141415498752,masking-0.1
23,23,0.1807965671151787,masking-0.1
24,24,0.18598277054502255,masking-0.1
25,25,0.19101186099660902,masking-0.1
26,26,0.19589163666202247,masking-0.1
27,27,0.20051803608531632,masking-0.1
28,28,0.20488629513640505,masking-0.1
29,29,0.20909919803522514,masking-0.1
30,30,0.21313663894103801,masking-0.1
0,0,0.0,topk-masking-0.1
1,1,0.004330114223469936,topk-masking-0.1
2,2,0.024167295537175598,topk-masking-0.1
3,3,0.04215920782997822,topk-masking-0.1
4,4,0.05632838390187302,topk-masking-0.1
5,5,0.06859735036019723,topk-masking-0.1
6,6,0.07897552920683218,topk-masking-0.1
7,7,0.08864962000686195,topk-masking-0.1
8,8,0.09837631291162155,topk-masking-0.1
9,9,0.10704016367052646,topk-masking-0.1
10,10,0.11473590688213496,topk-masking-0.1
11,11,0.12142865703518446,topk-masking-0.1
12,12,0.12742335362364424,topk-masking-0.1
13,13,0.13311733382998678,topk-masking-0.1
14,14,0.13831731446797418,topk-masking-0.1
15,15,0.14321688144686473,topk-masking-0.1
16,16,0.14807419786378234,topk-masking-0.1
17,17,0.15275090627080315,topk-masking-0.1
18,18,0.15760349191883047,topk-masking-0.1
19,19,0.16219290919819834,topk-masking-0.1
20,20,0.1665645249540852,topk-masking-0.1
21,21,0.1708082363768418,topk-masking-0.1
22,22,0.17523646748811583,topk-masking-0.1
23,23,0.1794892863260212,topk-masking-0.1
24,24,0.18365337843389395,topk-masking-0.1
25,25,0.18772895121333424,topk-masking-0.1
26,26,0.19160133402953738,topk-masking-0.1
