,# of features removed,AOPC-global,percents-remove
0,0,0.0,5
1,1,0.0022115390840437873,5
2,2,0.006129904198621347,5
3,3,0.009517575629501287,5
4,4,0.015106727252576304,5
5,5,0.02106555148249147,5
6,6,0.025415607296869973,5
7,7,0.02912966113212277,5
8,8,0.03334347220121568,5
9,9,0.03698015951930577,5
10,10,0.0405290125387165,5
11,11,0.04387416124886315,5
12,12,0.04686365503849439,5
13,13,0.04944842832064205,5
14,14,0.05182139386354211,5
15,15,0.054160473854455056,5
16,16,0.05661920595957529,5
17,17,0.058837222485763965,5
18,18,0.06089618786948867,5
19,19,0.06282443039676727,5
20,20,0.06458945800777868,5
21,21,0.0661943826386322,5
22,22,0.06767029461924687,5
23,23,0.0690289935534795,5
24,24,0.07044189470485156,5
25,25,0.07188426395851646,5
26,26,0.07324820096911663,5
27,27,0.07452364048307138,5
28,28,0.0757160811309893,5
29,29,0.076759611224457,5
30,30,0.0776159127079867,5
0,0,0.0,10
1,1,0.0022115390840437873,10
2,2,0.008772255612654751,10
3,3,0.01441072278928844,10
4,4,0.02041081867681881,10
5,5,0.025485627669360227,10
6,6,0.029394874927974442,10
7,7,0.03312535636243559,10
8,8,0.03609976313217262,10
9,9,0.03884077342672139,10
10,10,0.04217398582657268,10
11,11,0.045339500698420084,10
12,12,0.04833890617736599,10
13,13,0.0513598519576964,10
14,14,0.05398651705903002,10
15,15,0.0564518573812895,10
16,16,0.05866154521908053,10
17,17,0.060753541730073995,10
18,18,0.06282612224323796,10
19,19,0.06470898500428252,10
20,20,0.06648926774082604,10
21,21,0.06828917789593694,10
22,22,0.06995111788805478,10
23,23,0.07155560323935717,10
24,24,0.0730800288099583,10
25,25,0.07452021282927578,10
26,26,0.07598758622911482,10
27,27,0.07718798293935081,10
28,28,0.07831962212252548,10
29,29,0.0793849305708699,10
30,30,0.08038128710250758,10
0,0,0.0,25
1,1,0.0022115390840437873,25
2,2,0.008772255612654751,25
3,3,0.015263937483616999,25
4,4,0.02109339043228166,25
5,5,0.026054437465579266,25
6,6,0.031272039232215186,25
7,7,0.03598385340198789,25
8,8,0.03987753908798765,25
9,9,0.04337885054944561,25
10,10,0.0466696418903127,25
11,11,0.04946051875684843,25
12,12,0.05191499855678609,25
13,13,0.054479783897037996,25
14,14,0.05698070529052646,25
15,15,0.059410239611852954,25
16,16,0.06176907187438783,25
17,17,0.06406697774941988,25
18,18,0.065899061228985,25
19,19,0.06747381474284142,25
20,20,0.06898429442920538,25
21,21,0.0704972697853673,25
22,22,0.0718776248515518,25
23,23,0.07316658631307278,25
24,24,0.07437591216718706,25
25,25,0.07554798897381866,25
26,26,0.07673969597721549,25
27,27,0.07785518739150894,25
28,28,0.07894958652600952,25
29,29,0.08002281031919792,25
30,30,0.08111733910360801,25
0,0,0.0,50
1,1,0.006351077317985763,50
2,2,0.014302470076598036,50
3,3,0.021261049640007263,50
4,4,0.02634294293032276,50
5,5,0.03129759687589791,50
6,6,0.035131009517246556,50
7,7,0.03877372837144649,50
8,8,0.04105614749868616,50
9,9,0.04355327127101096,50
10,10,0.046230895122091414,50
11,11,0.04881052434299671,50
12,12,0.05078100032513712,50
13,13,0.05274384170862253,50
14,14,0.05449305650277792,50
15,15,0.056283208102998014,50
16,16,0.057916206597938225,50
17,17,0.05959320607951172,50
18,18,0.061286819978807354,50
19,19,0.06296486569358757,50
20,20,0.06465427005375683,50
21,21,0.06636406469971187,50
22,22,0.06791319079529458,50
23,23,0.06935764609718911,50
24,24,0.07068178768665957,50
25,25,0.07197813643112176,50
26,26,0.07335700247520288,50
27,27,0.07469110367036809,50
28,28,0.07598256365887598,50
29,29,0.07716249068503961,50
30,30,0.0783549615875268,50
0,0,0.0,75
1,1,0.006351077317985763,75
2,2,0.011795448140618022,75
3,3,0.018865628638802902,75
4,4,0.025439699116541935,75
5,5,0.030165824765966118,75
6,6,0.0344189429087212,75
7,7,0.03815067008898681,75
8,8,0.041762941752907505,75
9,9,0.04518349386665707,75
10,10,0.04747144228641072,75
11,11,0.049947692576956075,75
12,12,0.05183069407956115,75
13,13,0.053496128868609986,75
14,14,0.05519519118543288,75
15,15,0.056941459367987036,75
16,16,0.05869674966206929,75
17,17,0.06030881109289039,75
18,18,0.061964761570429246,75
19,19,0.06368151905086053,75
20,20,0.06539563106557103,75
21,21,0.06695383305398918,75
22,22,0.06853282717309842,75
23,23,0.07013946395365193,75
24,24,0.0716399297143443,75
25,25,0.07315058534359616,75
26,26,0.07453567394142188,75
27,27,0.0758634813554375,75
28,28,0.0771945548650192,75
29,29,0.0785158912554982,75
30,30,0.07984672923168003,75
0,0,0.0,100
1,1,0.006351077317985763,100
2,2,0.011795448140618022,100
3,3,0.018865628638802902,100
4,4,0.025439699116541935,100
5,5,0.030846807511360364,100
6,6,0.03541465796496053,100
7,7,0.039114389553797715,100
8,8,0.0413252119640687,100
9,9,0.043540962140083767,100
10,10,0.045978231625889536,100
11,11,0.04857891613814499,100
12,12,0.05056720813604322,100
13,13,0.05232289192105762,100
14,14,0.05408611576328548,100
15,15,0.05590170115972385,100
16,16,0.05771815370135099,100
17,17,0.05955812242422545,100
18,18,0.06125358283169404,100
19,19,0.06300589924906208,100
20,20,0.06475218363528679,100
21,21,0.06633963323417241,100
22,22,0.06794533169327367,100
23,23,0.06939141115125691,100
24,24,0.07074425757216712,100
25,25,0.07213968278838542,100
26,26,0.0735302102577087,100
27,27,0.07494196849540193,100
28,28,0.07624357208121767,100
29,29,0.07753815311747947,100
30,30,0.07880695576012478,100
0,0,0.0,5
1,1,0.0022115390840437873,5
2,2,0.006129904198621347,5
3,3,0.012428959228763387,5
4,4,0.01882540782839877,5
5,5,0.024164451962343524,5
6,6,0.02807180770817173,5
7,7,0.03129887813171866,5
8,8,0.03424171640675547,5
9,9,0.037788579304291574,5
10,10,0.04087886010822431,5
11,11,0.04397926308191138,5
12,12,0.04659719694711379,5
13,13,0.049164944302533584,5
14,14,0.05111935119227546,5
15,15,0.052900929341918895,5
16,16,0.054652908328213415,5
17,17,0.05634167469142085,5
18,18,0.05806830858430909,5
19,19,0.05998432558100354,5
20,20,0.06174520690561086,5
21,21,0.06332241810445063,5
22,22,0.06498346800041918,5
23,23,0.06662005012310834,5
24,24,0.06811027225139143,5
25,25,0.06948183140943041,5
26,26,0.07080545335754097,5
27,27,0.07203480952187277,5
28,28,0.07327348902295662,5
29,29,0.07456256004404963,5
30,30,0.07588007557182762,5
0,0,0.0,10
1,1,0.0022115390840437873,10
2,2,0.008772255612654751,10
3,3,0.015263937483616999,10
4,4,0.02109339043228166,10
5,5,0.025311473372656837,10
6,6,0.029245599816514395,10
7,7,0.03299474063990805,10
8,8,0.03598366026770369,10
9,9,0.03873628084869936,10
10,10,0.042078992573825386,10
11,11,0.045252423550068394,10
12,12,0.04833897194937861,10
13,13,0.050648813315031425,10
14,14,0.05292641905622543,10
15,15,0.05533878691562366,10
16,16,0.057447722436196495,10
17,17,0.05949102742105428,10
18,18,0.06134937832976857,10
19,19,0.06300030214915807,10
20,20,0.06462061296597954,10
21,21,0.06616319918657869,10
22,22,0.06774430558445675,10
23,23,0.06930239250651421,10
24,24,0.07088445132643191,10
25,25,0.0723575056964211,10
26,26,0.07385075977994866,10
27,27,0.07523762774845244,10
28,28,0.07662008193447678,10
29,29,0.07800334508197744,10
30,30,0.0793205651770846,10
0,0,0.0,25
1,1,0.008677490759382534,25
2,2,0.01308289006288058,25
3,3,0.01849691332128637,25
4,4,0.023679771102417153,25
5,5,0.02907831148197254,25
6,6,0.03386393124626657,25
7,7,0.03825175891428285,25
8,8,0.041893455098916496,25
9,9,0.04486823618619182,25
10,10,0.04765349742609126,25
11,11,0.05036238633131212,25
12,12,0.052346130232423196,25
13,13,0.05436974600642997,25
14,14,0.05657097336881289,25
15,15,0.0587555565836744,25
16,16,0.060909737940206495,25
17,17,0.063034669552377,25
18,18,0.06513958155723243,25
19,19,0.06720357889909909,25
20,20,0.0691221501425541,25
21,21,0.07083776191045216,25
22,22,0.0723715942929846,25
23,23,0.07379951612465735,25
24,24,0.07525287123241622,25
25,25,0.07661643801253516,25
26,26,0.07798050690130288,25
27,27,0.0791380573677345,25
28,28,0.0802726494682981,25
29,29,0.08138338669647864,25
30,30,0.08246924360930036,25
0,0,0.0,50
1,1,0.008677490759382534,50
2,2,0.01585341237086255,50
3,3,0.01795033911015379,50
4,4,0.02149550846208103,50
5,5,0.025530399410655963,50
6,6,0.029054614334337203,50
7,7,0.03205250011068057,50
8,8,0.035081722378005345,50
9,9,0.03817628866239822,50
10,10,0.041342729114261643,50
11,11,0.044329705502486084,50
12,12,0.04692134656182387,50
13,13,0.04893744903071108,50
14,14,0.050940423336727235,50
15,15,0.052952614509825496,50
16,16,0.05500687528240237,50
17,17,0.05704211034117737,50
18,18,0.05907648198871973,50
19,19,0.06107812764884964,50
20,20,0.06305222177175897,50
21,21,0.06489540800806853,50
22,22,0.06660351854048811,50
23,23,0.06814355684584714,50
24,24,0.0695471704116613,50
25,25,0.07080955718711145,50
26,26,0.072124124152528,50
27,27,0.07343111584383946,50
28,28,0.07474872832498611,50
29,29,0.07606662538592772,50
30,30,0.07735179631206268,50
0,0,0.0,75
1,1,0.006351077317985763,75
2,2,0.014302470076598036,75
3,3,0.020745895090787912,75
4,4,0.026943912278129943,75
5,5,0.030070748029106448,75
6,6,0.03270960166104102,75
7,7,0.0354734560635399,75
8,8,0.03812257211388031,75
9,9,0.040913053424685694,75
10,10,0.04358922370280037,75
11,11,0.04638899220864659,75
12,12,0.04882222659827972,75
13,13,0.0507025519217058,75
14,14,0.05258785270165564,75
15,15,0.054497079539445874,75
16,16,0.05639615688226584,75
17,17,0.05830956987286725,75
18,18,0.06027723312400488,75
19,19,0.062265297139224816,75
20,20,0.06424098932534186,75
21,21,0.06606295458398997,75
22,22,0.0677135904579679,75
23,23,0.06936932126834788,75
24,24,0.07093654630528276,75
25,25,0.07235299710194318,75
26,26,0.07381021405096032,75
27,27,0.07513917029903529,75
28,28,0.0764684140046687,75
29,29,0.07769394435399775,75
30,30,0.0789257971193672,75
0,0,0.0,100
1,1,0.006351077317985763,100
2,2,0.011795448140618022,100
3,3,0.018865628638802902,100
4,4,0.025439699116541935,100
5,5,0.030846807511360364,100
6,6,0.03541465796496053,100
7,7,0.038005074281780925,100
8,8,0.04033915394449822,100
9,9,0.042653509922470335,100
10,10,0.04517145688260459,100
11,11,0.04783937262346712,100
12,12,0.04988455258403289,100
13,13,0.05168899747990517,100
14,14,0.05349448095154319,100
15,15,0.05534704352371545,100
16,16,0.057196122985107796,100
17,17,0.0590650934144402,100
18,18,0.06072308594690665,100
19,19,0.062439077043505466,100
20,20,0.0640194718029055,100
21,21,0.06566916570738984,100
22,22,0.06732425797764098,100
23,23,0.06899621097470125,100
24,24,0.070578360423382,100
25,25,0.07200828206602156,100
26,26,0.07331922606486063,100
27,27,0.07450908077053704,100
28,28,0.07558640660573798,100
29,29,0.0766800673474571,100
30,30,0.07782987039704979,100
