# of features removed,AOPC-global,percent
0,0.0,5
1,0.0080132549809156,5
2,0.0130618669252088,5
3,0.017494755323035,5
4,0.0223153675095732,5
5,0.0258136777542459,5
6,0.0284167362743506,5
7,0.03111801151714,5
8,0.0333880670415218,5
9,0.0354018872862348,5
10,0.0371194275440915,5
11,0.0386965830035202,5
12,0.0400854091885932,5
13,0.0413603613853645,5
14,0.0426272269403698,5
15,0.0437950876960465,5
16,0.0448547185181191,5
17,0.0458217488516333,5
18,0.0467296581622671,5
19,0.0475650145069623,5
20,0.0484788407133708,5
21,0.0495895062628316,5
22,0.0506638692222222,5
23,0.0518356998866247,5
24,0.0529313817964789,5
25,0.0539952804653026,5
26,0.0550565312302765,5
27,0.0560928540015805,5
28,0.0571234437485683,5
29,0.0581028913870177,5
30,0.0591219377301622,5
0,0.0,10
1,0.0080132549809156,10
2,0.0130618669252088,10
3,0.017494755323035,10
4,0.0223153675095732,10
5,0.0258136777542459,10
6,0.0291653736635236,10
7,0.0317730692326664,10
8,0.0338761404226887,10
9,0.0357130164846696,10
10,0.0373198045185425,10
11,0.0388019685839207,10
12,0.0402116501169648,10
13,0.0414775851045667,10
14,0.0427366357449585,10
15,0.0438976584503484,10
16,0.0449487051227569,10
17,0.0459685195632804,10
18,0.0471019825372857,10
19,0.0484314137628795,10
20,0.0497011898421939,10
21,0.0508832301124085,10
22,0.0520199470816481,10
23,0.0531193229137417,10
24,0.0541847030221434,10
25,0.0551857164976191,10
26,0.0561686058890464,10
27,0.0571668838066083,10
28,0.0582424596994072,10
29,0.0593116015747721,10
30,0.0603438155687671,10
0,0.0,25
1,0.0080132549809156,25
2,0.0128676026080667,25
3,0.0173490570851785,25
4,0.022198808919288,25
5,0.0264179256360186,25
6,0.0296833004193288,25
7,0.0322262551439959,25
8,0.0342789723438706,25
9,0.0360342852936142,25
10,0.0376118670721285,25
11,0.0392499678582043,25
12,0.04076825800403,25
13,0.0422154878144491,25
14,0.043839950353783,25
15,0.0454259637639795,25
16,0.0468918065163937,25
17,0.0482447092578902,25
18,0.0495180918418571,25
19,0.0507263415157382,25
20,0.0518875965161561,25
21,0.0530082016621053,25
22,0.0540534558783574,25
23,0.055049116825458,25
24,0.0559867842090094,25
25,0.05688176263976,25
26,0.0577879505864775,25
27,0.0586488267448414,25
28,0.0595145195508499,25
29,0.0603414045932074,25
30,0.0611930736317416,25
0,0.0,50
1,0.0080132549809156,50
2,0.0128676026080667,50
3,0.0166065920647025,50
4,0.0205585283216766,50
5,0.0250510251380092,50
6,0.0287638951181729,50
